"Issue Id","Project","Tags","Summary","Reporter","Created","Updated","Resolved","Type","State","Assignee","Sprint","Estimation","Spent time","Description","Votes"
"JSE17-2","Java SE 17 Developer Exam 1Z0-829","Star","Make a plan and create tickets","admin","17 Dec 2024 10:56","17 Dec 2024 10:56",,"Epic","Open","admin","Sprint 1",,,,"0"
